node_id,PtID,log,lat
1416.0,279636,-84.57892519,42.75965678
1417.0,279644,-84.57886219,42.68744193
1418.0,279645,-84.57886118,42.68819049
1419.0,279655,-84.57875681,42.76805337
1420.0,279657,-84.57874840000001,42.74201552
1421.0,279667,-84.57864811,42.66150321
1422.0,279677,-84.57859131,42.73955213
1423.0,279678,-84.57858784,42.74105965
1424.0,279679,-84.57858493,42.73877426
1425.0,279680,-84.57858424,42.74032067
1426.0,279682,-84.57858168,42.74293239
1427.0,279686,-84.57856023,42.65419529
1428.0,279690,-84.57854339,42.74512505
1429.0,279691,-84.57853783,42.66914176
1430.0,279692,-84.57853701,42.66923764
1431.0,279693,-84.5785354,42.669424400000004
1432.0,279694,-84.57853308,42.74604292
1433.0,279701,-84.57847617,42.67155613
1434.0,279704,-84.57841389,42.69615985
1435.0,279705,-84.57841034,42.74216037
1436.0,279706,-84.57840672,42.66923765
1437.0,279709,-84.57837786,42.666805700000005
1438.0,279710,-84.57837659,42.72779433
1439.0,279711,-84.57837557,42.70168846
1440.0,279713,-84.57836411,42.7014035
1441.0,279722,-84.5782928,42.67332376
1442.0,279734,-84.57819918,42.76026585
1443.0,279741,-84.57807865,42.65428422
1444.0,279751,-84.57796335,42.65785986
1445.0,279753,-84.57794105,42.65884928
1446.0,279757,-84.57787974,42.70664024
1447.0,279763,-84.57784840000001,42.70966768
1448.0,279764,-84.57784409,42.70879444
1449.0,279766,-84.57782095,42.74240521
1450.0,279776,-84.57777355,42.72953388
1451.0,279782,-84.57769059,42.74223699
1452.0,279787,-84.57763217,42.65717423
1453.0,279790,-84.57761293,42.72332992
1454.0,279795,-84.57759224,42.74206673
1455.0,279797,-84.57758724,42.67384725
1456.0,279802,-84.57755347,42.74258322
1457.0,279803,-84.57755163,42.74293659
1458.0,279804,-84.57753746,42.745111200000004
1459.0,279807,-84.57752242,42.74602915
1460.0,279823,-84.57733971,42.69481405
1461.0,279824,-84.57733579,42.69118849
1462.0,279826,-84.57732824,42.69300564
1463.0,279828,-84.57731412,42.69390811
1464.0,279831,-84.57730054,42.69213359
1465.0,279832,-84.57729943,42.74168443
1466.0,279833,-84.57729155,42.67403701
1467.0,279838,-84.57724841,42.74834636
1468.0,279841,-84.57723535,42.65785873
1469.0,279845,-84.57718175,42.68308769
1470.0,279847,-84.57717190000001,42.70074319
1471.0,279848,-84.57716967,42.7120856
1472.0,279849,-84.57716865,42.66501028
1473.0,279850,-84.57716784,42.72332578
1474.0,279851,-84.57716657,42.72443679
1475.0,279852,-84.57716138,42.74031068
1476.0,279853,-84.57715538,42.72557947
1477.0,279854,-84.57714716,42.726001700000005
1478.0,279855,-84.57714315,42.72621316
1479.0,279857,-84.57713682,42.73470467
1480.0,279858,-84.57713547,42.73382665
1481.0,279859,-84.57713398,42.74140731
1482.0,279860,-84.57713126,42.73786392
1483.0,279861,-84.57712746,42.73956122
1484.0,279862,-84.57712696,42.73877808
1485.0,279863,-84.57712686,42.74106335
1486.0,279864,-84.57712296,42.73620346
1487.0,279866,-84.57711033,42.7311784
1488.0,279867,-84.57710646,42.737032299999996
1489.0,279868,-84.57710522,42.68788132
1490.0,279870,-84.57709939,42.726587
1491.0,279871,-84.57709106,42.66513643
1492.0,279872,-84.57708774,42.68951007
1493.0,279874,-84.5770695,42.76223144
1494.0,279875,-84.57706596,42.67949531
1495.0,279878,-84.57704100000001,42.75615211
1496.0,279879,-84.57703862,42.74751027
1497.0,279882,-84.57698833,42.66924438
1498.0,279883,-84.5769702,42.67176419
1499.0,279886,-84.5769366,42.727487100000005
1500.0,279888,-84.57691903,42.74273565
1501.0,279890,-84.57690539,42.70315762
1502.0,279892,-84.57688439,42.76287509
1503.0,279893,-84.57688174,42.75345081
1504.0,279894,-84.57687827,42.76060825
1505.0,279896,-84.57687086,42.69481204
1506.0,279899,-84.57686269,42.72904699
1507.0,279904,-84.57683758,42.74166696
1508.0,279921,-84.57671757,42.70197875
1509.0,279927,-84.57667381,42.71302889
1510.0,279934,-84.57661948,42.71662331
1511.0,279935,-84.57661845,42.71734371
1512.0,279936,-84.57661512,42.71578681
1513.0,279937,-84.57660248,42.71495954
1514.0,279938,-84.57660035,42.71816819
1515.0,279940,-84.57659887,42.70437294
1516.0,279941,-84.57659776,42.70982607
1517.0,279942,-84.57658938,42.70662739
1518.0,279944,-84.5765884,42.70514771
1519.0,279946,-84.57657784,42.70590044
1520.0,279947,-84.57657302,42.70896870000001
1521.0,279949,-84.57655971,42.74284444
1522.0,279950,-84.57654031,42.71888529
1523.0,279951,-84.5765248,42.74751134
1524.0,279952,-84.57650769,42.74511291
1525.0,279953,-84.57649888,42.74605118
1526.0,279955,-84.57648097,42.74833807
1527.0,279956,-84.57646699,42.71295026
1528.0,279959,-84.5763638,42.72332463
1529.0,279965,-84.57629814,42.76272596
1530.0,279966,-84.57629371,42.67480875
1531.0,279969,-84.57626434,42.765989700000006
1532.0,279970,-84.57626306,42.76628364
1533.0,279971,-84.57625784,42.66923599
1534.0,279981,-84.57616827,42.71087982
1535.0,279983,-84.57615672,42.70132096
1536.0,279989,-84.57610493,42.71577966
1537.0,279993,-84.57607232,42.65886046
1538.0,279994,-84.57603613,42.72443278
1539.0,279995,-84.57603082,42.72557343
1540.0,279997,-84.57602819,42.7025421
1541.0,280000,-84.5759637,42.71276545
1542.0,280001,-84.57595753,42.71208388
1543.0,280002,-84.57594907,42.65785992
1544.0,280004,-84.57593436,42.65732739
1545.0,280005,-84.57591670000001,42.65682325
1546.0,280007,-84.57588722,42.65577518
1547.0,280008,-84.57588087,42.76261556
1548.0,280010,-84.57587294,42.71495655
1549.0,280012,-84.5758672,42.71736598
1550.0,280014,-84.57585132,42.73624703
1551.0,280015,-84.57584897,42.72859062
1552.0,280017,-84.57583182,42.71577584
1553.0,280018,-84.57582973,42.71817632
1554.0,280026,-84.57570712,42.7318974
1555.0,280030,-84.57566665,42.71334467
1556.0,280038,-84.57557874,42.67176993
1557.0,280040,-84.57556419,42.73069418
1558.0,280041,-84.57556128,42.65890506
1559.0,280042,-84.57555617,42.66923475
1560.0,280043,-84.57553575,42.74103668
1561.0,280044,-84.57552872,42.70360284
1562.0,280049,-84.57546227,42.74298499
1563.0,280051,-84.57545841,42.74510838
1564.0,280056,-84.57542581,42.74750331
1565.0,280057,-84.57541925,42.74604629
1566.0,280060,-84.57541091,42.74832561
1567.0,280063,-84.57538373,42.76142243
1568.0,280064,-84.57537249,42.72332241
1569.0,280067,-84.57534533,42.73583374
1570.0,280069,-84.57533369,42.67401415
1571.0,280078,-84.57528368,42.73114323
1572.0,280082,-84.57524156,42.74104005
1573.0,280083,-84.57523255,42.73700043
1574.0,280085,-84.57522067,42.6578606
1575.0,280087,-84.5752147,42.74030175
1576.0,280088,-84.57521351,42.7378521
1577.0,280089,-84.57519520000001,42.7314198
1578.0,280090,-84.57517874,42.76480485
1579.0,280092,-84.57517576,42.7031775
1580.0,280094,-84.57516323,42.76317219
1581.0,280095,-84.57516044,42.76400131
1582.0,280096,-84.57515752,42.76585638
1583.0,280100,-84.57509752,42.73172509
1584.0,280103,-84.57504915,42.76956795
1585.0,280108,-84.5749979,42.65269374
1586.0,280110,-84.57496970000001,42.73039112
1587.0,280111,-84.57496134,42.734660399999996
1588.0,280112,-84.57495604,42.73292287
1589.0,280114,-84.5749445,42.73381329
1590.0,280122,-84.57487376,42.72013289
1591.0,280123,-84.57486248,42.71891539
1592.0,280125,-84.57485748,42.7301593
1593.0,280127,-84.57484271,42.72990706
1594.0,280133,-84.57481072,42.71498071
1595.0,280134,-84.57480733,42.738788899999996
1596.0,280138,-84.57477219,42.71663007
1597.0,280139,-84.57476702,42.65772975
1598.0,280140,-84.57476423,42.71717754
1599.0,280141,-84.57476193,42.73953279
1600.0,280144,-84.57474631,42.73028552
1601.0,280145,-84.57473742,42.72597942
1602.0,280146,-84.57473437,42.6615174
1603.0,280150,-84.57470607,42.72557937
1604.0,280153,-84.57470382,42.72658277
1605.0,280154,-84.57470052,42.72332089
1606.0,280155,-84.57469896,42.72445631
1607.0,280156,-84.57469496,42.72745351
1608.0,280157,-84.57469042,42.74102856
1609.0,280159,-84.57467231,42.73006554
1610.0,280160,-84.57465608,42.73522169
1611.0,280168,-84.57463505,42.742983
1612.0,280169,-84.57462897,42.74393996
1613.0,280170,-84.57462059,42.74509573
1614.0,280172,-84.57461551,42.74750851
1615.0,280173,-84.57461219,42.74604213
1616.0,280175,-84.57456562,42.75343739
1617.0,280177,-84.57456124,42.75551944
1618.0,280178,-84.574561,42.75240170000001
1619.0,280179,-84.57455641,42.75577373
1620.0,280180,-84.57455618,42.75446449
1621.0,280181,-84.57455573,42.74832918
1622.0,280182,-84.57454632,42.75132543
1623.0,280183,-84.57451691,42.68562093
1624.0,280184,-84.57451353,42.66620138
1625.0,280186,-84.57449907,42.68790136
1626.0,280189,-84.57448281,42.72621599
1627.0,280195,-84.57442705,42.73150861
1628.0,280196,-84.57442537,42.72832523
1629.0,280197,-84.57440078,42.67329698
1630.0,280198,-84.57439823,42.73700186
1631.0,280199,-84.57439726,42.65285304
1632.0,280213,-84.5741906,42.6593411
1633.0,280216,-84.57417236,42.66925727
1634.0,280217,-84.5741628,42.6975534
1635.0,280220,-84.57415144,42.67174684
1636.0,280221,-84.57413199999999,42.66422784
1637.0,280222,-84.57413066,42.69892936
1638.0,280227,-84.57410021,42.66407703
1639.0,280233,-84.57405156,42.76744741
1640.0,280238,-84.57401903,42.74003093
1641.0,280239,-84.57401733,42.73827359
1642.0,280240,-84.57401709,42.73291066
1643.0,280242,-84.57401175,42.73671968
1644.0,280245,-84.57399399,42.71297033
1645.0,280248,-84.57396708,42.73018002
1646.0,280249,-84.57396668,42.73009996
1647.0,280250,-84.57396471,42.76206763
1648.0,280251,-84.57395842,42.72899065
1649.0,280252,-84.57395406,42.73146276
1650.0,280257,-84.57387865,42.70421132
1651.0,280260,-84.57385878,42.65080807
1652.0,280266,-84.5738255,42.71091967
1653.0,280267,-84.57381582,42.73473639
1654.0,280272,-84.5738021,42.7450914
1655.0,280273,-84.57379454,42.74499499
1656.0,280274,-84.57379053,42.7475072
1657.0,280275,-84.5737846,42.71665682
1658.0,280278,-84.57378034,42.73852177
1659.0,280280,-84.57377509,42.74603296
1660.0,280281,-84.5737694,42.74831435
1661.0,280291,-84.57364864,42.70344828
1662.0,280292,-84.57364114,42.74393457
1663.0,280293,-84.57363598,42.71497983
1664.0,280296,-84.57361193,42.763998799999996
1665.0,280297,-84.57361105,42.76513762
1666.0,280298,-84.57360890000001,42.76480856
1667.0,280300,-84.57360632,42.76317658
1668.0,280305,-84.57357512,42.73700269
1669.0,280306,-84.57356732,42.71850974
1670.0,280307,-84.57356717,42.73901108
1671.0,280309,-84.57355245,42.66102679
1672.0,280314,-84.57351749,42.7098249
1673.0,280315,-84.57351584,42.76566053
1674.0,280317,-84.57349957,42.72859767
1675.0,280319,-84.57349471,42.70895037
1676.0,280321,-84.57347761,42.70454692
1677.0,280324,-84.57338216,42.72332913
1678.0,280326,-84.57335565,42.72444787
1679.0,280329,-84.57334917,42.72557379999999
1680.0,280332,-84.57329254,42.6503086
1681.0,280335,-84.57321753,42.73612322
1682.0,280340,-84.57313075,42.66096609
1683.0,280343,-84.57308614,42.71889095
1684.0,280367,-84.57282967,42.76276936
1685.0,280368,-84.57282642,42.67746013
1686.0,280372,-84.57281985,42.76172888
1687.0,280377,-84.57280663,42.72754474
1688.0,280378,-84.57280621,42.72597847
1689.0,280379,-84.57280432,42.74103033
1690.0,280380,-84.57280156,42.72618392
1691.0,280381,-84.57280018,42.74297397
1692.0,280382,-84.57279940000001,42.72634983
1693.0,280385,-84.57278863,42.74086816
1694.0,280386,-84.57278829999998,42.74508337
1695.0,280388,-84.57278688,42.73013473
1696.0,280391,-84.57278339,42.72556155
1697.0,280392,-84.57278214,42.73146145
1698.0,280393,-84.57278145,42.72656792
1699.0,280394,-84.57278129,42.74602837
1700.0,280396,-84.57277766,42.73878723
1701.0,280397,-84.57277621,42.73867317
1702.0,280398,-84.57277529,42.72881206
1703.0,280399,-84.57276979,42.733774700000005
1704.0,280400,-84.57276754,42.73283445
1705.0,280401,-84.57276124,42.74750288
1706.0,280403,-84.57275674,42.73609791
1707.0,280404,-84.57275517,42.68308215
1708.0,280406,-84.57275096,42.74831255
1709.0,280408,-84.57274693,42.73740097
1710.0,280410,-84.57274265,42.67087554
1711.0,280411,-84.57274074,42.66925813
1712.0,280412,-84.57273753,42.73478927
1713.0,280415,-84.57273106,42.72579148
1714.0,280416,-84.57272145,42.75133897
1715.0,280419,-84.57271919,42.67420077
1716.0,280420,-84.57271662,42.75240081
1717.0,280422,-84.57271198,42.67560359
1718.0,280423,-84.57271188,42.67549209
1719.0,280425,-84.57270909999998,42.67630219
1720.0,280426,-84.57270197,42.7191506
1721.0,280428,-84.57269902,42.67176179
1722.0,280430,-84.5726883,42.67464965
1723.0,280440,-84.57258842,42.69116594
1724.0,280445,-84.57254885,42.69300489
1725.0,280446,-84.57254239,42.71943464
1726.0,280448,-84.57252387,42.68553045
1727.0,280451,-84.57248605,42.71926567
1728.0,280458,-84.57244149,42.71915476
1729.0,280463,-84.57240920000001,42.69481826
1730.0,280465,-84.57239592,42.71902499
1731.0,280469,-84.57238351,42.71652594
1732.0,280470,-84.57238273,42.7149673
1733.0,280474,-84.57238012,42.71564549
1734.0,280476,-84.57237443,42.71296466
1735.0,280477,-84.5723727,42.71834185
1736.0,280478,-84.57236639,42.72618201
1737.0,280479,-84.57236519,42.71124618
1738.0,280480,-84.57236397,42.71205171
1739.0,280481,-84.57236346,42.72597529
1740.0,280482,-84.57235804,42.717425299999995
1741.0,280483,-84.57235789,42.70893904
1742.0,280484,-84.57235682,42.70972373
1743.0,280485,-84.57235025,42.70735112
1744.0,280489,-84.57234321,42.70815536
1745.0,280491,-84.57233678,42.71047716
1746.0,280497,-84.57231887,42.70660507
1747.0,280499,-84.57231392,42.74750915
1748.0,280500,-84.57231233,42.70584007
1749.0,280508,-84.57229466,42.70512825
1750.0,280511,-84.57229196,42.71930567
1751.0,280512,-84.57228824,42.71916037
1752.0,280518,-84.57226813,42.66529707
1753.0,280519,-84.57226688,42.7049177
1754.0,280520,-84.57225688,42.72555947
1755.0,280527,-84.57224027,42.72333562
1756.0,280536,-84.57219322,42.72444256
1757.0,280539,-84.57216065,42.67809522
1758.0,280542,-84.57213456,42.76480434
1759.0,280559,-84.57205545,42.66262355
1760.0,280560,-84.57204755,42.71922203
1761.0,280571,-84.57191752,42.69479888
1762.0,280573,-84.57189267,42.74967769
1763.0,280589,-84.57175412,42.76141492
1764.0,280590,-84.57175352,42.7639956
1765.0,280591,-84.57174594,42.76463915
1766.0,280592,-84.57174355,42.75445449
1767.0,280593,-84.57173772,42.76317743
1768.0,280604,-84.57167615,42.74102444
1769.0,280606,-84.57166568,42.72881869
1770.0,280607,-84.57166463,42.68005528
1771.0,280609,-84.57165218,42.74297389
1772.0,280610,-84.57164763,42.7360948
1773.0,280612,-84.57164325,42.74508339
1774.0,280613,-84.57164003,42.74032146
1775.0,280614,-84.57163905,42.73867301
1776.0,280616,-84.57163441,42.73877204
1777.0,280619,-84.57163203,42.73738672
1778.0,280622,-84.57162465,42.73965387
1779.0,280623,-84.57162181,42.73012629
1780.0,280628,-84.57160973,42.73145637
1781.0,280629,-84.57160493,42.73272677
1782.0,280631,-84.57160332,42.74654846
1783.0,280633,-84.57160064,42.73223833
1784.0,280634,-84.57159775,42.73375861
1785.0,280635,-84.57159698,42.73478367
1786.0,280636,-84.57158742,42.74602718
1787.0,280637,-84.57158363,42.74751964
1788.0,280641,-84.57156777,42.74831534
1789.0,280643,-84.57153561,42.66409829
1790.0,280650,-84.57149436,42.67710482
1791.0,280652,-84.57148641,42.68509869
1792.0,280660,-84.57145618,42.68068883
1793.0,280663,-84.57143432,42.68298041
1794.0,280665,-84.57143023,42.68308612
1795.0,280669,-84.57137553,42.71204284
1796.0,280670,-84.57136895,42.71650379999999
1797.0,280671,-84.57136541,42.71280786
1798.0,280672,-84.57136478,42.71496788
1799.0,280674,-84.57136288,42.71565181
1800.0,280676,-84.57135835,42.71921968
1801.0,280677,-84.57135737,42.71352986
1802.0,280678,-84.57135711,42.71741566
1803.0,280679,-84.57134477,42.71831478
1804.0,280680,-84.57134258,42.71424589
1805.0,280684,-84.5712937,42.67103471
1806.0,280686,-84.57128028,42.72558151
1807.0,280688,-84.57126306,42.6754794
1808.0,280694,-84.57114389,42.74654638
1809.0,280696,-84.57113332,42.68557833
1810.0,280702,-84.57107759,42.67765223
1811.0,280708,-84.57101493,42.66503922
1812.0,280712,-84.57099511,42.74684249
1813.0,280715,-84.57098932,42.74968034
1814.0,280717,-84.57098788,42.75004257
1815.0,280718,-84.57098628,42.67540327
1816.0,280721,-84.57097715,42.73222987
1817.0,280722,-84.57097181,42.66384296
1818.0,280727,-84.57096343,42.75239499
1819.0,280728,-84.57096154,42.74831192
1820.0,280729,-84.57095852,42.75294818
1821.0,280731,-84.57095393,42.75342848
1822.0,280736,-84.57094739,42.72444001
1823.0,280737,-84.57094669,42.75641368
1824.0,280738,-84.57094545,42.76651021
1825.0,280739,-84.5709434,42.75131236
1826.0,280741,-84.57094067,42.75607301
1827.0,280742,-84.57093955,42.73608955
1828.0,280743,-84.57093872,42.68519261
1829.0,280744,-84.5709361,42.75556545
1830.0,280745,-84.57093583,42.72557689
1831.0,280747,-84.57093208,42.66554612
1832.0,280750,-84.57092218,42.73739692
1833.0,280751,-84.57091532,42.6692679
1834.0,280753,-84.5709003,42.66833139
1835.0,280755,-84.57088428,42.66617897
1836.0,280763,-84.57080129,42.67740416
1837.0,280764,-84.5707948,42.73854517
1838.0,280766,-84.57077734,42.73891063
1839.0,280768,-84.57075457,42.72750332
1840.0,280780,-84.57070558,42.72881416
1841.0,280785,-84.57068237,42.76111521
1842.0,280789,-84.57065178,42.76317855
1843.0,280790,-84.57064319,42.76407411
1844.0,280794,-84.57061905,42.74101027
1845.0,280801,-84.57055248,42.74506655
1846.0,280802,-84.57054531,42.74297978
1847.0,280804,-84.57050164,42.72654987
1848.0,280813,-84.57040454,42.73479184
1849.0,280819,-84.57038487,42.73374646
1850.0,280821,-84.57036601,42.73607795
1851.0,280826,-84.57030441,42.69560441
1852.0,280827,-84.57029346,42.6953683
1853.0,280843,-84.57017379,42.73919067
1854.0,280846,-84.57015852,42.74100103
1855.0,280848,-84.57013635,42.75294539
1856.0,280849,-84.57013309999999,42.73824564
1857.0,280850,-84.57012542,42.75004017
1858.0,280851,-84.57012535,42.67486322
1859.0,280852,-84.57012420000001,42.74830692
1860.0,280853,-84.57010982,42.75511105
1861.0,280856,-84.57009983,42.75132188
1862.0,280862,-84.57005617,42.68042517
1863.0,280874,-84.56998301,42.73739363
1864.0,280875,-84.56998174,42.71122126
1865.0,280876,-84.56996736,42.73607178
1866.0,280877,-84.56996481,42.70968373
1867.0,280878,-84.56995724,42.70506696
1868.0,280880,-84.56995081,42.71045223
1869.0,280881,-84.56994903,42.70892229
1870.0,280883,-84.56994169,42.71205413
1871.0,280884,-84.56993443,42.70732323
1872.0,280886,-84.56992814,42.70814071
1873.0,280887,-84.56992589,42.70585212
1874.0,280888,-84.56991912,42.66928024
1875.0,280890,-84.56991299,42.70658459
1876.0,280898,-84.56982274,42.71649441
1877.0,280899,-84.56981237,42.71564447
1878.0,280900,-84.56980984,42.71919263
1879.0,280906,-84.56980016,42.71739506
1880.0,280908,-84.56979369,42.71830083
1881.0,280910,-84.5697818,42.7233218
1882.0,280913,-84.56977478,42.72652672
1883.0,280914,-84.569772,42.72595658
1884.0,280915,-84.56977163,42.68692342
1885.0,280917,-84.56976575,42.72617055
1886.0,280918,-84.5697609,42.72444159
1887.0,280919,-84.56975418,42.6878941
1888.0,280921,-84.56974384,42.72558571
1889.0,280932,-84.56969236,42.67587721
1890.0,280935,-84.56967653,42.72749812
1891.0,280940,-84.5696547,42.66617821
1892.0,280941,-84.56965147,42.66834538
1893.0,280953,-84.56960128,42.66295201
1894.0,280954,-84.56960114,42.72209528
1895.0,280960,-84.56956254,42.66280277
1896.0,280967,-84.5694787,42.74296622
1897.0,280968,-84.56945724,42.74507542
1898.0,280972,-84.56941835,42.68501922
1899.0,280979,-84.56937803,42.72170221
1900.0,280996,-84.56924552,42.69425229
1901.0,281000,-84.56922822,42.69298304
1902.0,281004,-84.56919509,42.7301252
1903.0,281007,-84.56919017,42.73080214
1904.0,281012,-84.56917479,42.73273528
1905.0,281014,-84.56916497,42.7322315
1906.0,281017,-84.56915554,42.75552975
1907.0,281023,-84.56913093,42.76652414
1908.0,281028,-84.56910893,42.751313399999994
1909.0,281029,-84.56910744,42.75004219
1910.0,281030,-84.56910433,42.7529544
1911.0,281031,-84.56910395,42.72122346
1912.0,281034,-84.56909772,42.74830294
1913.0,281036,-84.56908141,42.73143839
1914.0,281040,-84.56904473,42.72111835
1915.0,281043,-84.56902628,42.7631777
1916.0,281045,-84.56900858,42.70507435
1917.0,281046,-84.5690077,42.74652353
1918.0,281047,-84.56900619,42.70429204
1919.0,281049,-84.56900201,42.67793919
1920.0,281051,-84.56897971,42.74751144
1921.0,281054,-84.56897429,42.67760372
1922.0,281055,-84.56897146,42.74683205
1923.0,281057,-84.56896908,42.74830412
1924.0,281060,-84.56895814,42.76058679
1925.0,281061,-84.5689504,42.76148548
1926.0,281065,-84.56894335,42.76313329
1927.0,281067,-84.56890897,42.67657614
1928.0,281068,-84.56890589,42.6774509
1929.0,281075,-84.56889014,42.72827921
1930.0,281082,-84.5688092,42.69496804
1931.0,281087,-84.56870079999999,42.73606364
1932.0,281088,-84.56869286,42.73822834
1933.0,281091,-84.56868242,42.73738813
1934.0,281092,-84.56867971,42.73918926
1935.0,281093,-84.56867837,42.74098783
1936.0,281097,-84.56863209,42.69240905
1937.0,281100,-84.56858808,42.72868534
1938.0,281115,-84.56854308,42.72012485
1939.0,281118,-84.56852025,42.68614313
1940.0,281132,-84.5684443,42.66833613
1941.0,281134,-84.56843466,42.66619748
1942.0,281139,-84.56838598,42.74236156
1943.0,281141,-84.56837751,42.74295694
1944.0,281144,-84.56836306,42.74506923
1945.0,281146,-84.56835668,42.72737023
1946.0,281155,-84.56826159,42.71958347
1947.0,281158,-84.56823179,42.73886832
1948.0,281159,-84.56822073,42.73855312
1949.0,281178,-84.5681373,42.68307384
1950.0,281181,-84.56810571,42.71920967
1951.0,281190,-84.56804894,42.74170249
1952.0,281191,-84.56804840000001,42.72651973
1953.0,281192,-84.56804208,42.71555874
1954.0,281193,-84.56803925,42.72737252
1955.0,281196,-84.5680238,42.67784244
1956.0,281201,-84.56799531,42.70829184
1957.0,281204,-84.56794194,42.67653157
1958.0,281205,-84.56793563,42.75146852
1959.0,281207,-84.56793049,42.75005246
1960.0,281214,-84.56789886,42.75296736
1961.0,281215,-84.5678983,42.67556525
1962.0,281216,-84.56789587,42.74831594
1963.0,281228,-84.56785832,42.76653389
1964.0,281230,-84.56785534,42.71278798
1965.0,281236,-84.56783207,42.74905391
1966.0,281238,-84.56782709999999,42.67156077
1967.0,281239,-84.56782188,42.70811585
1968.0,281240,-84.56782071,42.71205077
1969.0,281241,-84.56782039,42.7082896
1970.0,281243,-84.56781791,42.70966029
1971.0,281246,-84.56781514,42.70889971
1972.0,281247,-84.56781501,42.71119438
1973.0,281251,-84.5678103,42.71072624
1974.0,281252,-84.56780975,42.71043402
1975.0,281254,-84.56780934,42.71380413
1976.0,281255,-84.56780875,42.71353069
1977.0,281256,-84.56780857,42.70731659
1978.0,281257,-84.56780529,42.67764616
1979.0,281259,-84.56779852,42.71423343
1980.0,281261,-84.56779112,42.71496539
1981.0,281265,-84.5677815,42.71644378
1982.0,281266,-84.56778122,42.7161077
1983.0,281267,-84.56777756,42.71581577
1984.0,281268,-84.56777689,42.71555534
1985.0,281269,-84.56777421,42.71566618
1986.0,281274,-84.56776717,42.68771196
1987.0,281277,-84.56776315,42.71737831
1988.0,281278,-84.56776006,42.75534092
1989.0,281279,-84.56775749,42.70653994
1990.0,281280,-84.56775575,42.71783925
1991.0,281285,-84.56774841,42.71828876
1992.0,281287,-84.56774122,42.75545388
1993.0,281298,-84.56771894,42.70583225
1994.0,281299,-84.56771103,42.74858071
1995.0,281305,-84.56767565,42.68500471
1996.0,281308,-84.56764946,42.68649524
1997.0,281310,-84.56764096,42.68692711
1998.0,281313,-84.56761278,42.68770998
1999.0,281314,-84.56760532,42.68791732
2000.0,281315,-84.56757737,42.68949889
2001.0,281316,-84.56757388,42.75603561
2002.0,281317,-84.56757201,42.72925155
2003.0,281325,-84.56753873,42.74865162
2004.0,281327,-84.56753613,42.69237604
2005.0,281328,-84.56753399,42.69117552
2006.0,281333,-84.56751426,42.69414168
2007.0,281335,-84.56751173,42.76746318
2008.0,281336,-84.56751024,42.69299789
2009.0,281338,-84.5674995,42.69493528
2010.0,281343,-84.5674688,42.71042891
2011.0,281344,-84.56746831,42.70506805
2012.0,281345,-84.56746578,42.71071389
2013.0,281346,-84.56746192,42.70966951
2014.0,281348,-84.56745036,42.71119483
2015.0,281349,-84.56744966,42.70887563
2016.0,281350,-84.56744683,42.71204864
2017.0,281351,-84.56744383,42.70475152
2018.0,281352,-84.56744307,42.6738092
2019.0,281353,-84.56744281,42.70810775
2020.0,281354,-84.567441,42.70828473
2021.0,281355,-84.56743837,42.71579595
2022.0,281357,-84.56743437,42.70598113
2023.0,281358,-84.56743363,42.70732459
2024.0,281359,-84.56743284,42.66619574
2025.0,281360,-84.56742881,42.68770762
2026.0,281361,-84.56742869,42.705776
2027.0,281362,-84.56742821,42.71348845
2028.0,281363,-84.56742775,42.71555087
2029.0,281366,-84.56740911,42.71606165
2030.0,281368,-84.56740374,42.71381469
2031.0,281369,-84.5674016,42.71494745
2032.0,281370,-84.56739661,42.71734132
2033.0,281371,-84.56739625,42.71693528
2034.0,281372,-84.56739243,42.70163078
2035.0,281373,-84.56738869,42.7025299
2036.0,281374,-84.56738518,42.7487148
2037.0,281376,-84.56738005,42.76148194
2038.0,281377,-84.56737389,42.76315735
2039.0,281378,-84.56737236,42.76576296
2040.0,281379,-84.56737173,42.762849700000004
2041.0,281380,-84.56736822,42.7639086
2042.0,281381,-84.56736267,42.76653768
2043.0,281382,-84.56735541,42.76975372
2044.0,281383,-84.56735488,42.76747456
2045.0,281384,-84.56735352,42.76981804
2046.0,281385,-84.5673506,42.66140566
2047.0,281386,-84.56735057,42.71780081
2048.0,281387,-84.56734699,42.69995261
2049.0,281388,-84.56734431,42.66167774
2050.0,281390,-84.56733890000001,42.67244121
2051.0,281391,-84.56733199,42.69755902
2052.0,281392,-84.56732426,42.75998795
2053.0,281393,-84.56731339,42.75963877
2054.0,281394,-84.56730779,42.747482700000006
2055.0,281395,-84.56730689,42.75777452
2056.0,281396,-84.56730048,42.74681189
2057.0,281398,-84.56729391,42.75842005
2058.0,281399,-84.5672881,42.72558125
2059.0,281400,-84.56728779,42.7218242
2060.0,281401,-84.56728634,42.74598643
2061.0,281402,-84.56728318,42.72618363
2062.0,281403,-84.56728306,42.72651662
2063.0,281404,-84.56728293,42.71920186
2064.0,281405,-84.56728228,42.72744692
2065.0,281406,-84.56727998,42.74460854
2066.0,281407,-84.56727951,42.72057283
2067.0,281408,-84.5672795,42.74830767
2068.0,281409,-84.56727414,42.74505107
2069.0,281410,-84.56727322,42.72143143
2070.0,281411,-84.56727318,42.72590743
2071.0,281412,-84.56727217,42.72314327
2072.0,281413,-84.56726938,42.72331295
2073.0,281414,-84.56726516,42.7360639
2074.0,281415,-84.56726445,42.73635466
2075.0,281416,-84.56726396,42.72039619
2076.0,281417,-84.56726044,42.72444003
2077.0,281418,-84.56725625,42.73009609
